Index,Text,Label,File_Name,P_Beach,P_City,P_Culture,P_Nature,P_Snow
207,"Axum, Ethiopia is a unique and historic city that is a must-see for tourists. Known for being the center of the ancient Axumite Empire, visitors can explore its rich culture and heritage. The city is home to historical sites such as the famous obelisks, ancient tombs, the Queen of Sheba's palace, and the St. Mary of Zion Church. The charming markets and restaurants offer an immersive experience of local life with vibrant colors, flavors, and aromas. The natural beauty of the region, including the stunning Tigray Mountains, adds to the charm and provides an exceptional backdrop for unforgettable photo opportunities.",Culture,Axum Ethiopia  ,0.000001,0.000074,0.999909,0.000009,0.000007
208,"Ayodhya is a beautiful and serene city located in the northern state of Uttar Pradesh, India. As a tourist, you'll be mesmerized by the ancient temples and historical monuments that adorn the city's landscape. Ayodhya is known as the birthplace of Lord Rama and as a result, attracts thousands of pilgrims and tourists annually. Some of the must-visit places in Ayodhya include the Ram Janmabhoomi Temple, Hanuman Garhi, Kanak Bhawan Temple, and the Ramkatha Park. The city is also famous for its street food delicacies, so don't forget to try some lip-smacking chaats and samosas while exploring the city.",Culture,Ayodhya India  ,0.000001,0.000029,0.999964,0.000004,0.000002
209,"Badrinath, located in the Chamoli district of Uttarakhand, India, is a popular pilgrimage site for Hindus. Home to the famous Badrinath temple, it is situated in the lap of the Himalayas at an altitude of 3,133 meters. This picturesque town is surrounded by snow-capped peaks, crystal clear rivers, and dense forests that offer breathtaking views. The town is also known for its hot springs, delicious local food, and serene atmosphere. Tourists can indulge in trekking, camping, and other adventure activities in the nearby area. Overall, Badrinath provides an ideal destination for those seeking spirituality, peace, and natural beauty.",Culture,Badrinath India  ,0.000029,0.000001,0.999921,0.000028,0.000021
210,"As a tourist in Bodh Gaya, India, the first thing you will notice is the serene and spiritual atmosphere. This is the place where Buddha achieved enlightenment and it still holds a strong influence on the region. You will be able to visit the Mahabodhi temple complex, the Bodhi tree and other sacred sites that are of great importance to Buddhists around the world. The city is also famous for its monasteries where you can experience the daily life of monks and learn about Buddhist teachings. Aside from its spiritual significance, Bodh Gaya also has great cuisine and handicrafts that are unique to the region.",Culture,Bodh Gaya India  ,0.000003,0.000013,0.999968,0.00001,0.000005
211,"Bukhara is a charming city located in the heart of Uzbekistan. The city has a rich history spanning over thousands of years and is dotted with numerous Islamic architecture and cultural heritage sites. The city is surrounded by walls and has a number of bustling bazaars, vibrant silk and carpets markets, ancient madrasas, and mosques such as the iconic Kalon mosque. Visitors can relax in traditional tea houses and sample local Uzbek cuisine or take part in traditional performances. Overall, Bukhara is a cultural hub that offers a unique travel experience to tourists looking to explore Uzbekistan's rich cultural heritage.",Culture,Bukhara Uzbekistan  ,0.000001,0.000089,0.999904,0.000003,0.000003
212,"Cairo, the capital city of Egypt, is a bustling metropolis that promises an exciting and unforgettable experience for tourists. The city is steeped in ancient history and offers a glimpse into its rich past with its many museums, pyramids and temples. Walking through the crowded streets, you'll find colorful markets, towering minarets and a myriad of tantalizing street food to enjoy. The Nile river flows through the city and offers scenic boat rides for tourists. You can explore the Old Cairo with its narrow alleys, ancient mosques and other historical landmarks. With friendly locals and a vibrant culture, Cairo is a must-visit destination for any traveler.",Culture,Cairo Egypt  ,0.000002,0.000266,0.99973,0.000002,0
213,"Canterbury is a charming city located in southeast England that is rich in history and culture. The city is known for its stunning architecture, lively arts scene, and beautiful outdoor areas. Visitors flock to the impressive Canterbury Cathedral, one of the oldest and most famous churches in the country, and St. Augustine's Abbey, which dates back to the 6th century. The city's cobbled streets are home to a variety of shops, restaurants, cafes, and pubs, making it a great place to relax and soak up the local culture. From a leisurely stroll along the River Stour to exploring the city's museums and galleries, Canterbury offers something for everyone.",Culture,Canterbury United Kingdom  ,0.000027,0.000202,0.99974,0.000012,0.000019
214,"Clonmacnoise is a must-visit destination for any history enthusiast visiting Ireland. The historic site, located on the banks of the River Shannon, boasts a rich history dating back over 1,500 years. The ruins of the ancient monastic settlement are some of the most well-preserved in Ireland, with a selection of churches, round towers, and high crosses available to explore. The complex also houses a small museum, offering an insight into early Christian life in Ireland. The surrounding area is picture-perfect, with stunning views of the Irish countryside, making it an ideal destination for a peaceful and educational day trip.",Culture,Clonmacnoise Ireland  ,0.000012,0.000066,0.999827,0.000072,0.000024
215,"Croagh Patrick is a majestic mountain located in County Mayo, Ireland. It is a popular destination for tourists due to its religious significance and stunning natural beauty. The mountain is famously known for its association with Saint Patrick, Ireland's patron saint, who reportedly spent 40 days and nights fasting at the summit. Visitors can hike the mountain's winding trails and enjoy panoramic views of the surrounding countryside. The pilgrimage to the summit is a spiritual experience for many, and the mountainâs chapel attracts many visitors from around the world. Croagh Patrick is a must-visit destination for anyone looking for a taste of Irish history and natural beauty.",Culture,Croagh Patrick Ireland  ,0.000019,0.000002,0.999932,0.000033,0.000014
216,"Dambulla is a beautiful town in Sri Lanka that attracts many tourists every year. The town is famous for its ancient Buddhist cave temples, which are a UNESCO World Heritage Site. The temples are located in a massive rock that provides stunning views of the surrounding countryside. Visitors can explore the five caves that house hundreds of paintings and statues of the Buddha. The town also has a bustling market, where tourists can purchase local handicrafts and spices. Additionally, the area features stunning landscapes, such as the Sigiriya rock fortress and the nearby Minneriya National Park, home to elephants and other wildlife. Overall, Dambulla is a fascinating destination that offers a glimpse into Sri Lanka's rich cultural and natural heritage.",Culture,Dambulla Sri Lanka  ,0.000001,0.000007,0.999961,0.00003,0
217,"Debre Damo is a unique and stunning Ethiopian locality that boasts a rich cultural heritage and scenic beauty. From the moment you arrive in this ancient city, you are welcomed by the warm hospitality of its friendly locals. One of its main draws is its historical monastery nestled on a plateau. Its unique rigid climb and sizeable collection of religious artifacts amazes everyone. The plateau also offers picturesque views of the surrounding landscapes with stunning rock formation, including magnificent canyons and mountains. Debre Damo also offers a chance to explore traditional Ethiopian cuisine and enjoy cultural performances from the local people.",Culture,Debre Damo Ethiopia  ,0.000002,0.00003,0.999948,0.000012,0.000009
218,"Delphi, Greece is a remarkable destination known for its ancient ruins, stunning natural beauty, and rich history. It is situated on the slopes of Mount Parnassus and is considered the center of the ancient world, attracting visitors from all over the globe. The archaeological site of Delphi is a UNESCO World Heritage Site, featuring the Temple of Apollo, ruins of the oracle, and a magnificent theater. The breathtaking views of the mountains and olive groves around Delphi make it a scenic location for hiking and exploring. The town is also known for its charming shops, cafes, and authentic Greek cuisine, making it a must-visit destination for any tourist.",Culture,Delphi Greece  ,0.000001,0,0.999855,0.00013,0.000014
219,"Durham is a charming and historic city in northeast England that offers a wealth of cultural and historical attractions for tourists. The centerpiece of the city is the stunning Durham Cathedral, a UNESCO World Heritage Site that dates back to the 11th century. Other notable sites include Durham Castle, which is now home to one of the city's colleges, and the picturesque River Wear, which runs through the heart of the city. Visitors can explore the city's winding streets and enjoy its vibrant food and drink scene, as well as attend cultural events and festivals throughout the year.",Culture,Durham United Kingdom  ,0.000003,0.000201,0.999774,0.000015,0.000007
220,"Dwarka, India is a fascinating destination from a tourist's perspective. As one of the seven most ancient cities in India, it boasts rich cultural heritage and religious significance, particularly for Hindus as it is believed to be the birthplace of Lord Krishna. Travellers to Dwarka can explore a host of sacred temples, including the famous Dwarkadhish temple dedicated to Lord Krishna, and the elaborate Bet Dwarka temple. Additionally, visitors can enjoy stunning coastal views along the Arabian Sea, indulge in delicious traditional Gujarati cuisine, and experience the vibrant local markets and colourful festivals that capture the essence of the cityâs lively community spirit.",Culture,Dwarka India  ,0.000002,0.000026,0.999966,0.000005,0.000001
221,"Edinburgh, Scotland is a beautiful city full of historic charm and modern amenities that any tourist would enjoy. The ancient Edinburgh Castle sits atop a hill, offering stunning views of the city and a glimpse into the country's past. The Royal Mile, which stretches between the castle and Holyrood Palace, is lined with charming shops, cafes, and pubs. The city is also famous for its festivals, including the Edinburgh Fringe Festival, which draws thousands of performers and audiences from around the world. Whether you're exploring the streets or sipping a dram of whisky, Edinburgh is a must-visit destination for any traveler.",Culture,Edinburgh United Kingdom  ,0.000009,0.000038,0.999924,0.000019,0.00001
222,"Ephesus is a stunning ancient city situated on the coast of Turkey. As a tourist, I was mesmerized by its impressive architecture and rich historical significance. The towering columns of the Temple of Hadrian and the ornate Library of Celsus left me in awe. Walking through the ancient streets felt like traveling back in time, and the well-preserved mosaics and frescoes added to the breathtaking scene. The highlight of my trip was visiting the Great Theater, which could hold up to 25,000 spectators. The city also offers delicious local cuisine and a lively bazaar where you can purchase traditional Turkish goods.",Culture,Ephesus Turkey  ,0.000006,0.000086,0.999897,0.000004,0.000007
223,"Fatima is a charming town located in central Portugal, best known for its deep Catholic roots and the Marian apparitions that took place here in 1917. Filled with historic buildings and religious sites, Fatima is a must-visit for pilgrims and sightseers alike. The impressive Sanctuary of Our Lady of Fatima is the centre of religious activity, drawing millions of visitors each year to its vast open-air spaces, stunning basilicas and shrines. The town itself is quaint and welcoming, with lovely cafes, shops and restaurants where visitors can indulge in local cuisine and handicrafts. The natural beauty of the region is also worth exploring, with nearby parks and nature reserves offering scenic hikes and stunning vistas.",Culture,Fatima Portugal  ,0.001672,0.000282,0.963522,0.026091,0.008434
224,"Gangotri is a small and serene town located in the Uttarkashi district of the Indian state of Uttarakhand. It is situated at an altitude of 3,048 meters above sea level, and is known for its beautiful mountains, valleys, and glaciers. The town is also famous for the Gangotri Temple, which is dedicated to the Hindu goddess Ganga. From here, you can take a trek to the Gaumukh Glacier, which is the source of the holy river Ganges. The scenic beauty of Gangotri and its surroundings is breathtaking, making it an ideal destination for nature lovers and adventure enthusiasts.",Culture,Gangotri India  ,0.000121,0.000021,0.977065,0.01845,0.004344
225,"Glasgow is a vibrant city in Scotland for visitors to explore. The city is famous for its incredible architecture, world-class museums and galleries, and a thriving music and arts scene. Walking through the city, you will be struck by the stunning Victorian and modern buildings, ranging from the famous Glasgow School of Art to the Glasgow Cathedral. Glasgow has an impressive range of museums, including the Kelvingrove Art Gallery and Museum, the Riverside Museum, and the St Mungo Museum of Religious Life and Art. The city also offers plenty of opportunities for shopping and dining, with a variety of cafes, bars, and restaurants serving up delicious local food and drink.",Culture,Glasgow United Kingdom  ,0.000011,0.000046,0.999937,0.000001,0.000004
226,"Golden Temple, also known as Sri Harmandir Sahib, is a breathtaking and spiritual place located in Amritsar, India. As a tourist, you will be stunned by its gleaming golden structure surrounded by a serene lake, creating a picturesque view. The complex is also home to a bustling bazaar and delicious food stalls, serving mouth-watering local dishes. The temple's atmosphere is lively and welcoming, with devotees offering prayers and singing hymns. Visitors are required to cover their heads and remove their shoes before entering the temple, and the experience of walking on the cool marble floors and admiring the intricate gold and marble work will stay with you forever.",Culture,Golden Temple India  ,0.000004,0.000018,0.999969,0.000005,0.000003
227,"Guruvayur is a small town located in the Thrissur district of Kerala, India. As a tourist, it is famous for being home to one of the most popular Hindu temples in the country, the Guruvayur Sri Krishna Temple. The intricate architecture of the temple, the daily rituals, and the energetic atmosphere of the town make it a must-visit for anyone interested in Hindu culture and religion. Other attractions include the Chavakkad Beach, which is a short drive away, and the Elephant Sanctuary where visitors can see these majestic creatures up close. Overall, Guruvayur is a charming destination that offers a unique blend of spirituality and natural beauty.",Culture,Guruvayur India  ,0.000023,0.000011,0.999934,0.000021,0.000011
228,"Haifa, located on the Mediterranean coast, is a vibrant city that offers a unique cultural and religious experience. The city's most iconic landmark, the BahÃ¡'Ã­ Gardens, is a breathtaking sight that should not be missed. A stroll through the German Colony provides an opportunity to enjoy cafes, restaurants, and boutiques, while the historic Wadi Nisnas neighborhood offers traditional markets and a glimpse into the city's Arabic heritage. Visitors can also explore the museums and galleries of the city, the stunning beaches, and the nearby Mount Carmel National Park. The modern city is a melting pot of different cultures and religions and has something for everyone.",Culture,Haifa Israel  ,0.000167,0.999567,0.000207,0.000052,0.000007
229,"Hampi is a historical and majestic town located in Karnataka, India. From the ancient temples, flourishing markets, and rock-cut cave shrines to the vast ruins of palaces, forts, and monuments, it offers a glimpse of a bygone era. The scenic landscapes, mountains, and rivers add to its beauty, and the vibrant colors and flavors of the local cuisines make it a gastronomic delight. The town's serene ambiance serves as a perfect retreat from the hustle and bustle of the city. It is a must-visit for history buffs, architecture enthusiasts, adventure seekers, and nature lovers alike.",Culture,Hampi India  ,0.000002,0.000033,0.999872,0.000075,0.000018
230,"Haridwar is a holy city located in the northern Indian state of Uttarakhand. It holds immense spiritual significance for Hindus, who believe that taking a dip in the River Ganges here can wash away their sins. The city is filled with temples, ashrams, and ghats along the riverbank, which attract pilgrims and tourists from all over the world. The evening Ganga Aarti spectacle is a beautiful and iconic event that must not be missed. Haridwar also has beautiful natural surroundings, including Rajaji National Park, Chilla Wildlife Sanctuary, and several waterfalls. The city's vibrant markets sell everything from street food to religious items, making it a must-visit destination for a cultural experience.",Culture,Haridwar India  ,0.000117,0.091712,0.896116,0.011999,0.000056
231,"Hemkund Sahib is a scenic and peaceful destination nestled in the Indian state of Uttarakhand. As a tourist, you will be greeted with astonishing views of the snow-capped Himalayan ranges, lush green forests, and glacial lakes. The serene and tranquil surroundings of the Hemkund Sahib Gurudwara make it an ideal destination for spiritual seekers. Hemkund Sahib is a revered Sikh pilgrimage site, attracting devotees from around the world, especially during the summer season. Trekking through the steep and challenging terrain followed by a dip into the sacred lake at the base of the Gurudwara is an experience not to be missed.",Culture,Hemkund Sahib India  ,0.00001,0.000003,0.999941,0.000031,0.000016
232,"Hwange, Zimbabwe is a must-visit tourist destination for nature enthusiasts. Home to the country's largest game reserve, Hwange National Park, visitors can witness an array of stunning animals in their natural habitat, including elephants, lions, giraffes, and more. The park boasts incredible diversity of flora and fauna, with over 100 mammal species and 400 bird species. There are multiple game drives and walking safaris available. For history buffs, Hwange is steeped in colonial heritage, with landmarks such as the Sandspruit Works and the railway line, which played a vital role in the country's economy. Hwange, Zimbabwe offers an awe-inspiring experience that is not to be missed.",Culture,Hwange Zimbabwe  ,0.000007,0.000015,0.999758,0.000216,0.000005
233,"Iona is an enchanting island located off the west coast of Scotland, famous for its spiritual and historical significance. The island is home to the impressive Iona Abbey, a 12th-century structure that is considered the birthplace of Christianity in Scotland, as well as the Celtic crosses, gravestones, and ruins that make up the ancient cemetery surrounding the abbey. The island boasts breathtaking natural scenery, with white sandy beaches, crystal clear waters, and rolling hills dotted with grazing sheep. It is also an ideal location for birdwatching, hiking, and exploring the diverse marine life.",Culture,Iona Scotland  ,0.000014,0.000002,0.999959,0.000024,0.000001
234,"Istanbul is a vibrant and eclectic city, situated in the heart of Turkey. The city boasts a fascinating mix of cultures and history, which is reflected in its architecture and famous landmarks such as the Blue Mosque and Hagia Sophia. The city is also renowned for its delicious and diverse cuisine, with a variety of dishes to suit all tastes. Visitors can explore the many bustling markets, including the famous Grand Bazaar, or relax in one of the city's picturesque parks, such as the stunning Gulhane Park. Overall, Istanbul offers an unforgettable and immersive experience for any traveler.",Culture,Istanbul Turkey  ,0.000001,0.999929,0.000061,0.000006,0.000002
235,"Jerash is an ancient city in Jordan with an incredible history that mesmerizes tourists. The city is marked by magnificent Greco-Roman architecture that tells the stories of the past. Tourists can witness the grandeur of the Hadrianâs Arch, the unique oval-shaped Plaza, and the incredibly paved Cardo Maximus. The towering Temple of Artemis is undoubtedly a site to behold. The grandeur and majesty of the city's structures take you back in time, and you feel like you are walking amidst the glories of ancient Roman civilization. Jerash is a perfect getaway for history buffs and anyone fascinated by ancient cultures.",Culture,Jerash Jordan  ,0.000004,0.000055,0.99992,0.000015,0.000006
236,"Kandy, Sri Lanka is an incredibly charming city with amazing cultural and historical significance that attracts tourists from all over the world. The city is well known for the Temple of the Tooth, a UNESCO World Heritage Site, that houses the sacred tooth relic of Buddha. With its scenic hills, lush green landscapes, and exotic plantations, Kandy offers a unique blend of natural beauty and urbanization. Visitors can witness the traditional Kandyan dances, explore the tranquil Botanical Gardens, and take a peaceful stroll around the Kandy Lake. With delicious local food and friendly locals, Kandy is a must-visit destination for any traveler to Sri Lanka.",Culture,Kandy Sri Lanka  ,0.000006,0.000029,0.999945,0.000018,0.000002
237,"Karbala is a sacred city in Iraq where millions of Shia Muslim pilgrims visit to commemorate the martyrdom of Imam Hussein. The city is famous for its holy shrines and massive crowds of worshipers. The centerpiece of Karbala is the Shrine of Imam Hussein, which is intricately decorated and draws thousands of pilgrims daily. The streets surrounding the shrine are filled with shops and food stalls, offering local cuisine and religious souvenirs. The city's rich history is also visible in its numerous museums and historic sites, including the Mausoleums of Abbasid and Imam Ali Al-Hadi. Karbala is truly a unique and spiritual experience for visitors.",Culture,Karbala Iraq  ,0.000005,0.000036,0.999954,0.000004,0.000002
238,"Kathmandu, Nepal is a vibrant and bustling city filled with rich culture and history. As a tourist, the first thing you'll notice is the colorful buildings and traditional architecture that blends seamlessly with the modern infrastructure. The city is known for its stunning temples and shrines such as Swayambhunath Stupa and Boudhanath Stupa. The food scene is diverse and offers a variety of delicious street food and local delicacies. The people are friendly and welcoming, always willing to share their culture and traditions. The city offers a unique mix of ancient history and modern-day life, making it a must-visit destination for any traveler.",Culture,Kathmandu Nepal  ,0.000019,0.000688,0.999287,0,0.000006
239,"Kedarnath is a beautiful town located in the majestic Himalayas of Uttarakhand, India. It is famous for the Kedarnath temple, which is one of the holiest shrines in Hinduism. The town is surrounded by breathtaking views of snow-capped mountains, pristine waterfalls, and vast green meadows. The picturesque town offers numerous adventurous activities like trekking, camping, and river rafting. The locals are warm and friendly, and the food is an absolute delight. The town is perfect for travelers seeking spiritual retreat or looking for an adventure in the lap of nature. Overall, Kedarnath is a must-visit destination for anyone visiting India.",Culture,Kedarnath   ,0.000027,0.000009,0.999891,0.000034,0.000038
240,"Knock is a charming village in the west of Ireland, renowned for being the site of a famous apparition of the Virgin Mary in the 19th century. It's a peaceful and nostalgic location, with classic Irish architecture and welcoming locals. Visitors can explore the Knock Shrine and its stunning basilica, visit the statue-filled grounds, and light a candle for loved ones. There are also nearby historical sites like the Mayo Abbey and the ancient Rathcroghan complex. For those looking to shop and relax, the village offers local crafts, traditional cuisine, and cozy pubs, all nestled amongst the serene Irish countryside.",Culture,Knock Ireland  ,0.000006,0.00002,0.999949,0.000005,0.00002
241,"Konark is a captivating tourist destination located in the eastern Indian state of Odisha. Known for its historic Sun Temple, a UNESCO World Heritage Site, Konark offers visitors a glimpse into India's rich cultural past. The temple is a stunning piece of architectural marvel, shaped like a chariot with intricately carved stone sculptures depicting stories from Hindu mythology. The nearby beach, popularly known as Chandrabhaga, is a serene spot where tourists can relax and enjoy the natural surroundings. The quaint town is also known for its handicrafts and handloom fabrics, which are perfect souvenirs to take home. Overall, Konark is a must-visit destination for history buffs and culture aficionados.",Culture,Konark India  ,0.000123,0.000296,0.999434,0.000124,0.000024
242,"Konya is a city located in the heart of Turkey, famous for its rich cultural heritage and religious significance. As a tourist, you can explore the city's historic sites such as the Mevlana Museum and the Alaeddin Mosque. The city's vibrant bazaars are filled with locally-made crafts and delicious Turkish cuisine. Konya is home to the Whirling Dervishes, an iconic form of Sufi dance that draws spiritual seekers from around the world. Nature lovers can explore the Taurus Mountains and the stunning waterfalls of the region. All in all, Konya is a unique blend of ancient and modern attractions, making it a must-visit for any traveler to Turkey.",Culture,Konya Turkey  ,0.000002,0.000492,0.999464,0.000036,0.000006
243,"Lalibela, Ethiopia is a charming town located in the northern part of the country. It is famous for its ancient rock-hewn churches that were carved out of the ground in the 12th century. The town is surrounded by stunning landscapes and mountains that provide an excellent backdrop for amazing outdoor activities such as hiking and trekking. At night, the town is alive with music and dance as locals and visitors celebrate Ethiopian culture. The colorful markets are a hub of activity, selling everything from local handicrafts to fresh produce. The locals are friendly and welcoming, making Lalibela an unforgettable destination for any tourist.",Culture,Lalibela Ethiopia  ,0.000032,0.000002,0.999888,0.000044,0.000034
244,"Lough Derg is a serene and picturesque lake situated in County Clare, Ireland, widely considered as one of the three holiest lakes in Ireland. The lake boasts stunning natural beauty, with rolling hills and vast expanses of shimmering waters that induce a feeling of peace and tranquility. Lough Derg offers a variety of outdoor activities such as fishing, boating, and hiking, making it an ideal destination for tourists seeking a fun and adventurous getaway. Visitors can also explore the ancient pilgrimage sites and enjoy the local cuisine, which promises to invigorate the taste buds with its fresh produce and traditional recipes.",Culture,Lough Derg Ireland  ,0.003452,0.000005,0.909249,0.086773,0.000521
245,"Lourdes is a charming town nestled in the foothills of the Pyrenees Mountains in southwestern France. It is most famous for its Marian Shrine, the Sanctuary of Our Lady of Lourdes, which attracts millions of visitors from around the world each year. The town has a tranquil atmosphere, with winding streets, quaint cafes, and delicious restaurants serving authentic French cuisine. The natural beauty of the surrounding landscape is breathtaking, with numerous opportunities for hiking, rafting, or skiing in the winter months. Lourdes also has a rich history, with many landmarks and attractions that showcase the town's unique culture and heritage.",Culture,Lourdes France  ,0.000013,0.000003,0.999912,0.000005,0.000068
246,"Lumbini, located in the southwest of Nepal is revered as the birthplace of Buddha, the founder of Buddhism, making it a significant pilgrimage site for Buddhists around the world. From a tourist's perspective, Lumbini offers a peaceful and spiritual atmosphere, making it an ideal spot for meditation and contemplation. The beautifully maintained monasteries and temples with ornate architecture, stunning gardens, and serene ponds, are some of the highlights of this historical site. Besides historical and religious significance, visitors can also enjoy the traditional Nepalese cuisine, shop for souvenirs, and witness the hip-hop culture that has emerged in this region.",Culture,Lumbini Nepal  ,0.000001,0.000004,0.999991,0.000003,0.000002
247,"Luxor is a fascinating city located on the banks of the Nile River in Egypt. It is home to some of the most impressive ancient Egyptian ruins and monuments, such as the Karnak Temple complex and the Valley of the Kings. The streets are busy with local vendors selling everything from souvenirs and spices to exotic fruits and vegetables. The city is also surrounded by beautiful gardens and parks, making it a great place for an evening stroll or picnic. Visitors can enjoy traditional Egyptian cuisine, music, and dance at local restaurants and clubs. With its rich history and vibrant present, Luxor is a must-visit destination for any traveler.",Culture,Luxor Egypt  ,0.000006,0.000177,0.999804,0.000007,0.000006
248,"Madurai, known as the temple city of Tamil Nadu, is a popular destination for tourists seeking cultural enrichment. The city is highlighted by the iconic Meenakshi Amman Temple, an ancient Hindu temple adorned with intricate sculptures and carvings. Walking through the bustling streets of Madurai, visitors can soak up the vibrant atmosphere and enjoy local delicacies such as idli, dosa, and filter coffee. The city is host to many lively markets, where tourists can shop for souvenirs and experience the bustling energy of local commerce. Madurai is a place of unique charm, and a perfect destination for those seeking an authentic India experience.",Culture,Madurai India  ,0.000001,0.000045,0.99995,0.000001,0.000003
249,"Mashhad is a vibrant and culturally rich city in Iran. As a tourist, it offers numerous experiences that one can cherish for a lifetime. The city's biggest attraction is the holy shrine of Imam Reza, a prominent landmark revered by Shia Muslims worldwide. The architecture of the shrine is awe-inspiring, with intricate mosaics and ceramic works decorating the exterior and interior. One can enjoy a stroll through the bustling marketplaces, known as bazaars, to indulge in local food and crafts. Mashhad also boasts beautiful parks and gardens, including the Mellat Park, perfect for a quiet retreat in the midst of the city's bustle.",Culture,Mashhad Iran  ,0.000016,0.000412,0.999551,0.000015,0.000006
250,"Mathura is a vibrant and historic city located in the North Indian state of Uttar Pradesh. Known for its rich cultural heritage and religious significance, Mathura is considered one of the holiest cities in India. As a tourist, you can explore ancient temples, archaeological sites, and local markets selling handicrafts and delicious street food. The Yamuna River flows through the city, adding to its serene natural beauty. The city is especially famous for its association with Lord Krishna, and you can visit many temples dedicated to him. The lively Holi celebrations draw thousands of tourists every year, making Mathura an exciting destination to visit.",Culture,Mathura India  ,0,0.000029,0.999971,0,0
251,"As a tourist in Mecca, Saudi Arabia, I am in awe of the city's magnificence. The birthplace of Islam, Mecca is a spiritual epicenter, with a stunning Grand Mosque at its center. The Kaaba, a black cube, lies at the heart of the mosque and is an important site of pilgrimage for Muslims worldwide. The city's historic sites, such as the Masjid al-Haram, the Jabal al-Nour mountain, and the Makkah Clock Tower, are all breathtaking. The friendly locals and the delicious cuisine make Mecca a perfect destination for those looking for a spiritual and cultural experience.",Culture,Mecca Saudi Arabia  ,0.000002,0.000184,0.999775,0.000013,0.000026
252,"Medina, Saudi Arabia is a fascinating city that draws millions of tourists from around the world each year. Located in the Hejaz region of Saudi Arabia, Medina is home to some of the Muslim religion's most important and sacred sites. Among these, the most significant is Prophet's Mosque, which attracts countless pilgrims annually. Despite being a pilgrimage destination, the city offers plenty of other things to see and do, as well. From its vibrant souks to its historical landmarks and contemporary attractions, Medina has it all. Whether you're a history buff, a shopaholic or simply seeking adventure, Medina will not disappoint you.",Culture,Medina Saudi Arabia  ,0.000006,0.000023,0.999958,0.00001,0.000002
253,"Mosul, Iraq is a city rich in history and culture, with a diverse population and stunning architecture. As a tourist, you can explore the ancient ruins of Nineveh, visit the Al Nouri Mosque, and sample delicious local cuisine at the famous Mosul kebab houses. The city is also home to the Mosul Museum, which houses a collection of ancient artifacts and art. However, it is important to be aware of ongoing security concerns in the area, and to prioritize safety when travelling to Mosul. Despite these challenges, Mosul remains a fascinating and unique destination for adventurous travellers.",Culture,Mosul Iraq  ,0.000007,0.000035,0.999943,0.000011,0.000005
254,"Mount Sinai, also known as Mount Horeb, is a sacred mountain located in the Sinai Peninsula in Egypt. As a tourist, the stunning scenery and incredible history make it a must-see destination. The peak stands at an impressive 2,285 meters above sea level, making it a popular hike, but it's not just the climb that draws visitors, it's the view from the top. The surrounding desert landscape and serene, peaceful atmosphere offer a once-in-a-lifetime experience. The mountain is also significant in religious history, with its association to Moses and the Ten Commandments. The Monastery of Saint Catherine at the foot of the mountain is equally awe-inspiring with its ancient architecture and priceless religious artifacts.",Culture,Mount Sinai Egypt  ,0.000012,0.000067,0.99674,0.002886,0.000295
255,"Najaf, Iraq is a fascinating city that is steeped in rich history and culture. As a tourist, you will be struck by the city's stunning architecture, which includes beautiful, ornate mosques and ancient ruins. Najaf is also a deeply religious city, with many important Shiite Muslim sites and a bustling market offering traditional goods and spices. The people are friendly and welcoming, eager to share their culture with visitors. There are plenty of delicious local foods to try, as well as entertainment options such as live music and sport. Overall, Najaf is a must-see destination for anyone interested in Middle Eastern culture and history.",Culture,Najaf Iraq  ,0.000005,0.000148,0.999837,0.000003,0.000007
256,"Nazareth is a vibrant city in northern Israel, known for its rich historical and religious significance. As a tourist, it offers a unique blend of ancient history and modern-day attractions. The city is home to the famous Basilica of the Annunciation, believed to be the site where the Angel Gabriel announced to Mary she would bear the son of God. The Old City market is a bustling maze of shops selling traditional handicrafts and foods. The city also offers stunning views of the Galilee Mountains and is a gateway to exploring the surrounding countryside. Nazareth is a must-visit for anyone interested in experiencing the heart of biblical history.",Culture,Nazareth Israel  ,0.000025,0.165183,0.834752,0.000009,0.000031
257,"Pashupatinath Temple in Nepal is one of the most sacred Hindu temples in the world. As a tourist, you will be amazed by the intricate architecture of the temple and the breathtaking surroundings. The temple is situated on the banks of the Bagmati River and is surrounded by lush forests and hills. You can witness various religious and cultural ceremonies being held in the temple, which adds to the spiritual experience. The main attraction of the temple is the Shiva Linga, believed to be one of the twelve Jyotirlingas in the world. The temple is a perfect blend of ancient architecture and spirituality, giving tourists a unique experience.",Culture,Pashupatinath Temple Nepal  ,0,0.000005,0.999991,0.000004,0
258,"Patmos is a charming island in Greece, situated in the Aegean Sea. The island has a rugged terrain with rocky hills and stunning beaches. It is known for its stunning white-washed houses and quaint alleyways, that add to its Mediterranean charm. The island is home to many historic buildings and landmarks, including the Monastery of Saint John, a UNESCO World Heritage Site, and the Cave of the Apocalypse, which is said to have inspired the Book of Revelation. Visitors can also enjoy delicious Greek cuisine at local tavernas and indulge in the island's thriving nightlife scene. Patmos is a must-visit destination for those seeking a tranquil and culturally rich Greek vacation experience.",Culture,Patmos Greece  ,0.000075,0.00005,0.999826,0.000046,0.000004
